state,year,avg_unemployment_rate
Kentucky,1998,4.508333333333333
Kentucky,1999,4.491666666666668
Kentucky,2000,4.141666666666667
Kentucky,2001,5.208333333333333
Kentucky,2002,5.791666666666667
Kentucky,2003,6.191666666666666
Kentucky,2004,5.500000000000001
Kentucky,2005,5.875
Kentucky,2006,5.7250000000000005
Kentucky,2007,5.3666666666666645
Kentucky,2008,6.5249999999999995
Kentucky,2009,10.766666666666666
Kentucky,2010,10.266666666666667
Kentucky,2011,9.374999999999998
Kentucky,2012,8.200000000000001
Kentucky,2013,7.916666666666667
Kentucky,2014,6.416666666666667
Kentucky,2015,5.2333333333333325
Kentucky,2016,5.033333333333333
Kentucky,2017,4.766666666666667
Kentucky,2018,4.200000000000001
Kentucky,2019,4.116666666666668
Kentucky,2020,6.608333333333333
Louisiana,1979,6.6499999999999995
Louisiana,1980,7.05
Louisiana,1981,8.441666666666666
Louisiana,1982,10.216666666666667
Louisiana,1983,11.549999999999999
Louisiana,1984,10.208333333333334
Louisiana,1985,11.441666666666668
Louisiana,1986,12.516666666666666
Louisiana,1987,11.825000000000001
Louisiana,1988,10.591666666666667
Louisiana,1989,7.858333333333333
Louisiana,1990,6.233333333333332
Louisiana,1991,7.241666666666666
Louisiana,1992,7.833333333333333
Louisiana,1993,7.458333333333333
Louisiana,1994,7.650000000000002
Louisiana,1995,6.8666666666666645
Louisiana,1996,6.458333333333333
Louisiana,1997,5.883333333333334
Louisiana,1998,5.516666666666667
Louisiana,1999,4.9750000000000005
Louisiana,2000,5.1499999999999995
Louisiana,2001,5.599999999999999
Louisiana,2002,5.991666666666666
Louisiana,2003,6.283333333333332
Louisiana,2004,5.699999999999999
Louisiana,2005,7.058333333333333
Louisiana,2006,4.133333333333333
Louisiana,2007,4.091666666666668
Louisiana,2008,4.666666666666667
Louisiana,2009,6.791666666666667
Louisiana,2010,7.516666666666666
Louisiana,2011,7.433333333333333
Louisiana,2012,6.766666666666666
Louisiana,2013,6.416666666666668
Louisiana,2014,6.249999999999999
Louisiana,2015,6.291666666666667
Louisiana,2016,6.066666666666667
Louisiana,2017,5.125000000000001
Louisiana,2018,4.825
Louisiana,2019,4.633333333333334
Louisiana,2020,8.35
Maine,1979,6.625
Maine,1980,7.4750000000000005
Maine,1981,7.241666666666666
Maine,1982,8.583333333333334
Maine,1983,8.283333333333333
Maine,1984,6.125
Maine,1985,5.558333333333334
Maine,1986,5.2749999999999995
Maine,1987,4.366666666666666
Maine,1988,3.683333333333334
Maine,1989,4.008333333333333
Maine,1990,5.358333333333334
Maine,1991,7.783333333333334
Maine,1992,7.333333333333333
Maine,1993,6.816666666666666
Maine,1994,6.566666666666669
Maine,1995,5.875
Maine,1996,5.325
Maine,1997,5.191666666666666
Maine,1998,4.458333333333333
Maine,1999,4.008333333333334
Maine,2000,3.333333333333334
Maine,2001,3.7499999999999996
Maine,2002,4.458333333333333
Maine,2003,5.15
Maine,2004,4.658333333333334
Maine,2005,4.891666666666666
Maine,2006,4.716666666666668
Maine,2007,4.691666666666667
Maine,2008,5.3999999999999995
Maine,2009,8.391666666666667
Maine,2010,8.416666666666666
Maine,2011,7.724999999999999
Maine,2012,7.191666666666666
Maine,2013,6.683333333333333
Maine,2014,5.558333333333334
Maine,2015,4.383333333333334
Maine,2016,3.775
Maine,2017,3.358333333333333
Maine,2018,3.1166666666666667
Maine,2019,2.716666666666667
Maine,2020,5.458333333333333
Maryland,1979,5.774999999999999
Maryland,1980,6.6000000000000005
Maryland,1981,7.083333333333333
Maryland,1982,8.258333333333335
Maryland,1983,6.933333333333334
Maryland,1984,5.341666666666666
Maryland,1985,4.624999999999999
Maryland,1986,4.55
Maryland,1987,4.308333333333333
Maryland,1988,4.175
Maryland,1989,3.791666666666666
Maryland,1990,4.325
Maryland,1991,5.941666666666666
Maryland,1992,6.533333333333334
Maryland,1993,5.991666666666667
Maryland,1994,5.199999999999999
Maryland,1995,4.9833333333333325
Maryland,1996,4.9333333333333345
Maryland,1997,4.808333333333333
Maryland,1998,4.241666666666666
Maryland,1999,3.4583333333333335
Maryland,2000,3.516666666666666
Maryland,2001,4.208333333333334
Maryland,2002,4.7749999999999995
Maryland,2003,4.8
Maryland,2004,4.616666666666668
Maryland,2005,4.4750000000000005
Maryland,2006,4.175000000000001
Maryland,2007,3.733333333333333
Maryland,2008,4.525
Maryland,2009,7.550000000000001
Maryland,2010,7.824999999999999
Maryland,2011,7.316666666666667
Maryland,2012,6.866666666666667
Maryland,2013,6.516666666666667
Maryland,2014,5.733333333333333
Maryland,2015,4.991666666666666
Maryland,2016,4.291666666666666
Maryland,2017,4.083333333333334
Maryland,2018,3.8333333333333335
Maryland,2019,3.483333333333334
Maryland,2020,6.8083333333333345
Massachusetts,1979,5.483333333333333
Massachusetts,1980,5.766666666666667
Massachusetts,1981,6.391666666666668
Massachusetts,1982,7.791666666666665
Massachusetts,1983,6.933333333333334
Massachusetts,1984,4.775
Massachusetts,1985,4.150000000000001
Massachusetts,1986,4.0
Massachusetts,1987,3.341666666666667
Massachusetts,1988,3.308333333333334
Massachusetts,1989,4.225
Massachusetts,1990,6.383333333333333
Massachusetts,1991,8.858333333333333
Massachusetts,1992,8.775
Massachusetts,1993,7.300000000000001
Massachusetts,1994,6.233333333333332
Massachusetts,1995,5.458333333333335
Massachusetts,1996,4.616666666666666
Massachusetts,1997,4.058333333333333
Massachusetts,1998,3.375
Massachusetts,1999,3.283333333333333
Massachusetts,2000,2.8166666666666664
Massachusetts,2001,3.7833333333333337
Massachusetts,2002,5.216666666666668
Massachusetts,2003,5.733333333333333
Massachusetts,2004,5.108333333333333
Massachusetts,2005,4.799999999999999
Massachusetts,2006,4.700000000000001
Massachusetts,2007,4.516666666666667
Massachusetts,2008,5.333333333333333
Massachusetts,2009,8.075000000000001
Massachusetts,2010,8.058333333333335
Massachusetts,2011,7.2250000000000005
Massachusetts,2012,6.700000000000002
Massachusetts,2013,6.641666666666667
Massachusetts,2014,5.741666666666667
Massachusetts,2015,4.791666666666667
Massachusetts,2016,4.041666666666667
Massachusetts,2017,3.7999999999999994
Massachusetts,2018,3.4499999999999997
Massachusetts,2019,3.0250000000000004
Massachusetts,2020,9.008333333333331
Michigan,1979,7.866666666666666
Michigan,1980,12.299999999999999
Michigan,1981,12.375
Michigan,1982,15.45833333333333
Michigan,1983,14.483333333333334
Michigan,1984,11.233333333333334
Michigan,1985,10.0
Michigan,1986,8.908333333333333
Michigan,1987,8.391666666666667
Michigan,1988,7.566666666666666
Michigan,1989,7.183333333333334
Michigan,1990,7.7
Michigan,1991,9.283333333333333
Michigan,1992,9.066666666666666
Michigan,1993,7.349999999999999
Michigan,1994,6.083333333333335
Michigan,1995,5.316666666666667
Michigan,1996,4.891666666666667
Michigan,1997,4.291666666666667
Michigan,1998,3.974999999999999
Michigan,1999,3.7416666666666667
Michigan,2000,3.6916666666666664
Michigan,2001,5.158333333333333
Michigan,2002,6.191666666666666
Michigan,2003,7.091666666666666
Michigan,2004,6.95
Michigan,2005,6.791666666666667
Michigan,2006,7.033333333333334
Michigan,2007,7.083333333333335
Michigan,2008,8.216666666666667
Michigan,2009,13.133333333333333
Michigan,2010,12.191666666666668
Michigan,2011,10.008333333333335
Michigan,2012,9.058333333333332
Michigan,2013,8.725
Michigan,2014,7.233333333333333
Michigan,2015,5.425
Michigan,2016,5.008333333333333
Michigan,2017,4.583333333333333
Michigan,2018,4.158333333333333
Michigan,2019,4.066666666666667
Michigan,2020,9.983333333333333
Minnesota,1979,4.325
Minnesota,1980,5.758333333333333
Minnesota,1981,5.758333333333334
Minnesota,1982,7.924999999999998
Minnesota,1983,7.925
Minnesota,1984,6.291666666666667
Minnesota,1985,6.0249999999999995
Minnesota,1986,5.583333333333333
Minnesota,1987,5.083333333333333
Minnesota,1988,4.316666666666666
Minnesota,1989,4.3500000000000005
Minnesota,1990,4.708333333333334
Minnesota,1991,5.108333333333334
Minnesota,1992,5.033333333333334
Minnesota,1993,4.841666666666667
Minnesota,1994,4.016666666666667
Minnesota,1995,3.6666666666666674
Minnesota,1996,3.7833333333333328
Minnesota,1997,3.225
Minnesota,1998,2.6750000000000003
Minnesota,1999,2.7083333333333335
Minnesota,2000,3.0333333333333328
Minnesota,2001,3.774999999999999
Minnesota,2002,4.466666666666668
Minnesota,2003,4.783333333333333
Minnesota,2004,4.583333333333335
Minnesota,2005,4.1000000000000005
Minnesota,2006,4.058333333333333
Minnesota,2007,4.583333333333333
Minnesota,2008,5.433333333333333
Minnesota,2009,7.908333333333334
Minnesota,2010,7.391666666666666
Minnesota,2011,6.525000000000001
Minnesota,2012,5.650000000000001
Minnesota,2013,5.041666666666667
Minnesota,2014,4.266666666666667
Minnesota,2015,3.791666666666666
Minnesota,2016,3.8749999999999996
Minnesota,2017,3.4416666666666664
Minnesota,2018,3.0250000000000004
Minnesota,2019,3.133333333333334
Minnesota,2020,6.183333333333334
Mississippi,1979,5.733333333333333
Mississippi,1980,7.400000000000001
Mississippi,1981,8.516666666666667
Mississippi,1982,11.008333333333333
Mississippi,1983,11.966666666666667
Mississippi,1984,10.616666666666667
Mississippi,1985,10.433333333333335
Mississippi,1986,11.424999999999999
Mississippi,1987,10.05
Mississippi,1988,8.549999999999999
Mississippi,1989,7.908333333333332
Mississippi,1990,7.583333333333333
Mississippi,1991,8.391666666666667
Mississippi,1992,7.9750000000000005
Mississippi,1993,6.733333333333333
Mississippi,1994,6.291666666666667
Mississippi,1995,6.2
Mississippi,1996,5.991666666666667
Mississippi,1997,5.7
Mississippi,1998,5.241666666666665
Mississippi,1999,5.108333333333333
Mississippi,2000,5.325
Mississippi,2001,5.491666666666667
Mississippi,2002,6.425
Mississippi,2003,6.141666666666667
Mississippi,2004,6.158333333333334
Mississippi,2005,7.600000000000001
Mississippi,2006,6.375
Mississippi,2007,6.150000000000001
Mississippi,2008,6.708333333333332
Mississippi,2009,9.358333333333333
Mississippi,2010,10.083333333333334
Mississippi,2011,9.775
Mississippi,2012,8.825
Mississippi,2013,8.491666666666667
Mississippi,2014,7.591666666666668
Mississippi,2015,6.483333333333333
Mississippi,2016,5.966666666666666
Mississippi,2017,5.216666666666666
Mississippi,2018,4.9416666666666655
Mississippi,2019,5.516666666666666
Mississippi,2020,8.116666666666667
Missouri,1979,4.791666666666665
Missouri,1980,7.183333333333334
Missouri,1981,7.708333333333332
Missouri,1982,9.266666666666667
Missouri,1983,9.958333333333334
Missouri,1984,7.374999999999999
Missouri,1985,6.616666666666666
Missouri,1986,6.391666666666667
Missouri,1987,6.25
Missouri,1988,5.7
Missouri,1989,5.55
Missouri,1990,5.916666666666667
Missouri,1991,6.566666666666666
Missouri,1992,6.175
Missouri,1993,6.224999999999999
Missouri,1994,5.175
Missouri,1995,4.825
Missouri,1996,4.708333333333333
Missouri,1997,4.3500000000000005
Missouri,1998,4.033333333333332
Missouri,1999,3.233333333333333
Missouri,2000,3.4166666666666665
Missouri,2001,4.491666666666668
Missouri,2002,5.283333333333333
Missouri,2003,5.658333333333334
Missouri,2004,5.874999999999999
Missouri,2005,5.3999999999999995
Missouri,2006,4.874999999999999
Missouri,2007,5.083333333333333
Missouri,2008,6.216666666666668
Missouri,2009,9.025
Missouri,2010,9.508333333333333
Missouri,2011,8.641666666666667
Missouri,2012,7.191666666666666
Missouri,2013,6.7749999999999995
Missouri,2014,6.1499999999999995
Missouri,2015,5.108333333333333
Missouri,2016,4.55
Missouri,2017,3.766666666666667
Missouri,2018,3.216666666666667
Missouri,2019,3.275000000000001
Missouri,2020,6.116666666666666
Montana,1979,5.208333333333335
Montana,1980,6.316666666666667
Montana,1981,6.7250000000000005
Montana,1982,8.608333333333333
Montana,1983,8.741666666666665
Montana,1984,7.508333333333334
Montana,1985,7.666666666666665
Montana,1986,7.95
Montana,1987,7.466666666666666
Montana,1988,6.633333333333333
Montana,1989,5.958333333333333
Montana,1990,6.058333333333334
Montana,1991,6.933333333333333
Montana,1992,6.708333333333333
Montana,1993,6.116666666666667
Montana,1994,5.491666666666666
Montana,1995,5.708333333333333
Montana,1996,5.558333333333334
Montana,1997,5.5
Montana,1998,5.608333333333334
Montana,1999,5.308333333333333
Montana,2000,4.833333333333333
Montana,2001,4.608333333333334
Montana,2002,4.550000000000002
Montana,2003,4.741666666666668
Montana,2004,4.508333333333334
Montana,2005,4.066666666666666
Montana,2006,3.341666666666667
Montana,2007,3.358333333333333
Montana,2008,4.725
Montana,2009,7.116666666666667
Montana,2010,7.183333333333334
Montana,2011,6.625000000000001
Montana,2012,5.8
Montana,2013,5.341666666666666
Montana,2014,4.666666666666667
Montana,2015,4.291666666666666
Montana,2016,4.325
Montana,2017,4.108333333333334
Montana,2018,3.775
Montana,2019,3.6083333333333343
Montana,2020,5.8999999999999995
Nebraska,1979,2.85
Nebraska,1980,3.808333333333333
Nebraska,1981,4.124999999999999
Nebraska,1982,5.5
Nebraska,1983,5.566666666666666
Nebraska,1984,4.491666666666666
Nebraska,1985,5.05
Nebraska,1986,4.833333333333333
Nebraska,1987,4.208333333333333
Nebraska,1988,3.441666666666667
Nebraska,1989,2.858333333333333
Nebraska,1990,2.375
Nebraska,1991,2.658333333333333
Nebraska,1992,2.8666666666666667
Nebraska,1993,2.766666666666666
Nebraska,1994,2.6166666666666667
Nebraska,1995,2.6333333333333333
Nebraska,1996,2.6666666666666665
Nebraska,1997,2.408333333333333
Nebraska,1998,2.5083333333333333
Nebraska,1999,2.716666666666667
Nebraska,2000,2.7916666666666665
Nebraska,2001,3.15
Nebraska,2002,3.683333333333334
Nebraska,2003,3.941666666666666
Nebraska,2004,3.9083333333333328
Nebraska,2005,3.7583333333333333
Nebraska,2006,3.0416666666666665
Nebraska,2007,2.9249999999999994
Nebraska,2008,3.258333333333333
Nebraska,2009,4.658333333333334
Nebraska,2010,4.7
Nebraska,2011,4.4
Nebraska,2012,3.883333333333333
Nebraska,2013,3.674999999999999
Nebraska,2014,3.25
Nebraska,2015,2.983333333333333
Nebraska,2016,3.0666666666666664
Nebraska,2017,2.933333333333333
Nebraska,2018,2.858333333333334
Nebraska,2019,2.975
Nebraska,2020,4.25
Nevada,1979,4.866666666666666
Nevada,1980,6.316666666666666
Nevada,1981,7.316666666666667
Nevada,1982,10.049999999999999
Nevada,1983,9.841666666666667
Nevada,1984,7.658333333333334
Nevada,1985,7.4750000000000005
Nevada,1986,6.383333333333333
Nevada,1987,6.199999999999999
Nevada,1988,5.241666666666666
Nevada,1989,4.658333333333334
Nevada,1990,4.699999999999999
Nevada,1991,5.899999999999999
Nevada,1992,6.799999999999998
Nevada,1993,6.900000000000001
Nevada,1994,6.241666666666667
Nevada,1995,5.566666666666667
Nevada,1996,5.058333333333334
Nevada,1997,4.375000000000001
Nevada,1998,4.174999999999999
Nevada,1999,3.9666666666666663
Nevada,2000,4.116666666666666
Nevada,2001,5.191666666666666
Nevada,2002,5.683333333333334
Nevada,2003,5.283333333333332
Nevada,2004,4.458333333333333
Nevada,2005,4.125000000000001
Nevada,2006,4.066666666666667
Nevada,2007,4.591666666666667
Nevada,2008,6.883333333333334
Nevada,2009,11.725
Nevada,2010,13.733333333333334
Nevada,2011,13.316666666666665
Nevada,2012,11.608333333333334
Nevada,2013,9.966666666666667
Nevada,2014,8.158333333333333
Nevada,2015,6.8500000000000005
Nevada,2016,5.808333333333334
Nevada,2017,5.016666666666667
Nevada,2018,4.408333333333334
Nevada,2019,3.9
Nevada,2020,13.016666666666666
New Hampshire,1979,3.133333333333333
New Hampshire,1980,4.508333333333334
New Hampshire,1981,5.0583333333333345
New Hampshire,1982,6.866666666666666
New Hampshire,1983,5.500000000000001
New Hampshire,1984,4.2
New Hampshire,1985,3.6583333333333337
New Hampshire,1986,2.658333333333333
New Hampshire,1987,2.2083333333333335
New Hampshire,1988,2.375
New Hampshire,1989,3.341666666666667
New Hampshire,1990,5.2749999999999995
New Hampshire,1991,6.8
New Hampshire,1992,7.3
New Hampshire,1993,6.1000000000000005
New Hampshire,1994,4.491666666666666
New Hampshire,1995,3.8249999999999997
New Hampshire,1996,3.7416666666666676
New Hampshire,1997,3.3666666666666667
New Hampshire,1998,2.8333333333333335
New Hampshire,1999,2.7499999999999996
New Hampshire,2000,2.65
New Hampshire,2001,3.391666666666666
New Hampshire,2002,4.491666666666666
New Hampshire,2003,4.466666666666667
New Hampshire,2004,3.8000000000000007
New Hampshire,2005,3.6250000000000004
New Hampshire,2006,3.533333333333333
New Hampshire,2007,3.525000000000001
New Hampshire,2008,3.766666666666666
New Hampshire,2009,6.141666666666667
New Hampshire,2010,6.083333333333333
New Hampshire,2011,5.449999999999999
New Hampshire,2012,5.466666666666666
New Hampshire,2013,5.25
New Hampshire,2014,4.325
New Hampshire,2015,3.391666666666666
New Hampshire,2016,2.883333333333333
New Hampshire,2017,2.8249999999999997
New Hampshire,2018,2.65
New Hampshire,2019,2.6000000000000005
New Hampshire,2020,6.708333333333332
New Jersey,1979,6.866666666666666
New Jersey,1980,7.175
New Jersey,1981,7.524999999999999
New Jersey,1982,8.708333333333332
New Jersey,1983,8.191666666666666
New Jersey,1984,6.266666666666666
New Jersey,1985,5.608333333333334
New Jersey,1986,5.033333333333333
New Jersey,1987,4.033333333333334
New Jersey,1988,3.7499999999999996
New Jersey,1989,4.05
New Jersey,1990,5.066666666666667
New Jersey,1991,6.783333333333335
New Jersey,1992,8.508333333333333
New Jersey,1993,7.7749999999999995
New Jersey,1994,6.824999999999999
New Jersey,1995,6.416666666666667
New Jersey,1996,6.116666666666667
New Jersey,1997,5.325
New Jersey,1998,4.558333333333333
New Jersey,1999,4.3999999999999995
New Jersey,2000,3.6500000000000004
New Jersey,2001,4.233333333333333
New Jersey,2002,5.766666666666667
New Jersey,2003,5.841666666666668
New Jersey,2004,4.925
New Jersey,2005,4.4416666666666655
New Jersey,2006,4.616666666666666
New Jersey,2007,4.208333333333334
New Jersey,2008,5.45
New Jersey,2009,8.933333333333332
New Jersey,2010,9.658333333333333
New Jersey,2011,9.375000000000002
New Jersey,2012,9.383333333333333
New Jersey,2013,8.374999999999998
New Jersey,2014,6.733333333333333
New Jersey,2015,5.7
New Jersey,2016,4.941666666666666
New Jersey,2017,4.508333333333334
New Jersey,2018,3.9916666666666667
New Jersey,2019,3.4250000000000003
New Jersey,2020,9.841666666666667
New Mexico,1979,6.666666666666667
New Mexico,1980,7.608333333333333
New Mexico,1981,7.224999999999999
New Mexico,1982,9.033333333333333
New Mexico,1983,9.708333333333336
New Mexico,1984,7.716666666666665
New Mexico,1985,8.575000000000001
New Mexico,1986,9.233333333333334
New Mexico,1987,8.924999999999999
New Mexico,1988,7.591666666666666
New Mexico,1989,6.75
New Mexico,1990,6.675
New Mexico,1991,7.266666666666667
New Mexico,1992,7.316666666666666
New Mexico,1993,7.283333333333334
New Mexico,1994,6.533333333333332
New Mexico,1995,6.6499999999999995
New Mexico,1996,7.483333333333333
New Mexico,1997,6.433333333333333
New Mexico,1998,6.241666666666666
New Mexico,1999,5.6000000000000005
New Mexico,2000,5.025
New Mexico,2001,4.958333333333333
New Mexico,2002,5.483333333333333
New Mexico,2003,5.8999999999999995
New Mexico,2004,5.558333333333334
New Mexico,2005,5.183333333333334
New Mexico,2006,4.2333333333333325
New Mexico,2007,3.5916666666666672
New Mexico,2008,4.299999999999999
New Mexico,2009,7.05
New Mexico,2010,7.7749999999999995
New Mexico,2011,7.216666666666668
New Mexico,2012,6.966666666666666
New Mexico,2013,6.908333333333332
New Mexico,2014,6.591666666666668
New Mexico,2015,6.6000000000000005
New Mexico,2016,6.75
New Mexico,2017,6.075
New Mexico,2018,4.941666666666667
New Mexico,2019,5.025
New Mexico,2020,8.466666666666667
New York,1979,7.1000000000000005
New York,1980,7.433333333333334
New York,1981,7.558333333333331
New York,1982,8.7
New York,1983,8.883333333333333
New York,1984,7.224999999999999
New York,1985,6.6000000000000005
New York,1986,6.216666666666666
New York,1987,4.791666666666667
New York,1988,4.233333333333333
New York,1989,4.866666666666667
New York,1990,5.3500000000000005
New York,1991,7.308333333333334
New York,1992,8.683333333333334
New York,1993,7.924999999999998
New York,1994,6.916666666666667
New York,1995,6.333333333333333
New York,1996,6.258333333333333
New York,1997,6.400000000000001
New York,1998,5.6000000000000005
New York,1999,5.183333333333332
New York,2000,4.508333333333334
New York,2001,4.875
New York,2002,6.2
New York,2003,6.3999999999999995
New York,2004,5.791666666666667
New York,2005,4.958333333333333
New York,2006,4.533333333333334
New York,2007,4.433333333333334
New York,2008,5.408333333333332
New York,2009,8.366666666666667
New York,2010,8.716666666666667
New York,2011,8.358333333333334
New York,2012,8.624999999999998
New York,2013,7.791666666666665
New York,2014,6.291666666666667
New York,2015,5.233333333333333
New York,2016,4.874999999999999
New York,2017,4.650000000000001
New York,2018,4.091666666666666
New York,2019,3.8166666666666664
New York,2020,10.083333333333334
North Carolina,1979,4.833333333333335
North Carolina,1980,6.425000000000001
North Carolina,1981,6.425000000000002
North Carolina,1982,9.241666666666665
North Carolina,1983,8.883333333333333
North Carolina,1984,6.574999999999999
North Carolina,1985,5.650000000000001
North Carolina,1986,5.308333333333333
North Carolina,1987,4.558333333333334
North Carolina,1988,3.7000000000000006
North Carolina,1989,3.5666666666666664
North Carolina,1990,4.116666666666666
North Carolina,1991,5.908333333333332
North Carolina,1992,6.249999999999999
North Carolina,1993,5.116666666666667
North Carolina,1994,4.416666666666667
North Carolina,1995,4.358333333333333
North Carolina,1996,4.341666666666667
North Carolina,1997,3.8333333333333335
North Carolina,1998,3.533333333333333
North Carolina,1999,3.2833333333333337
North Carolina,2000,3.758333333333333
North Carolina,2001,5.625
North Carolina,2002,6.925000000000001
North Carolina,2003,6.716666666666665
North Carolina,2004,5.858333333333333
North Carolina,2005,5.600000000000001
North Carolina,2006,5.133333333333334
North Carolina,2007,5.091666666666666
North Carolina,2008,6.208333333333333
North Carolina,2009,11.033333333333333
North Carolina,2010,10.716666666666667
North Carolina,2011,10.233333333333334
North Carolina,2012,9.516666666666667
North Carolina,2013,7.733333333333333
North Carolina,2014,6.108333333333334
North Carolina,2015,5.658333333333332
North Carolina,2016,5.1000000000000005
North Carolina,2017,4.533333333333333
North Carolina,2018,4.0249999999999995
North Carolina,2019,3.783333333333333
North Carolina,2020,7.416666666666667
North Dakota,1979,4.183333333333333
North Dakota,1980,4.891666666666667
North Dakota,1981,4.925
North Dakota,1982,5.591666666666666
North Dakota,1983,5.875
North Dakota,1984,5.349999999999999
North Dakota,1985,5.458333333333333
